country,airport,airport_code
United States,Great Falls Great Falls International Airport(GTF),GTF
United States,Green Bay Austin Straubel International Airport(GRB),GRB
United States,Greensboro/High Point Piedmont Triad International Airport(GSO),GSO
United States,Greenville Greenville International Airport(GSP),GSP
United States,Gulfport Gulfport/Biloxi International Airport(GPT),GPT
United States,Gunnison Gunnison-Crested Butte Airport(GUC),GUC
United States,Hancock Houghton County Memorial Airport(CMX),CMX
United States,Harlingen Valley International Airport(HRL),HRL
United States,Harrisburg Harrisburg International Airport(MDT),MDT
United States,Hartford Bradley International Airport(BDL),BDL
United States,Hayden Yampa Valley Airport(HDN),HDN
United States,Helena Helena Regional Airport(HLN),HLN
United States,Hilo Hilo International Airport(ITO),ITO
United States,Hilton Head Island Hilton Head Airport(HHH),HHH
United States,Hobbs Lea County Regional Airport(HOB),HOB
United States,Honolulu Honolulu International Airport(HNL),HNL
United States,Houston Houston (All) (2 Airports),HOU
United States,Houston William P. Hobby Airport(HOU),HOU
United States,Houston George Bush Intercontinental Airport(IAH),IAH
United States,Huntsville Huntsville International-Carl T. Jones Field(HSV),HSV
United States,Hyannis Barnstable Municipal Airport(HYA),HYA
United States,Idaho Falls Idaho Falls Regional Airport(IDA),IDA
United States,Imperial/El Centro Imperial County Airport(IPL),IPL
United States,Indianapolis Indianapolis International Airport(IND),IND
United States,Inyokern Inyokern Airport(IYK),IYK
United States,Ithaca Tompkins Regional Airport(ITH),ITH
United States,Jackson Jackson Hole Airport(JAC),JAC
United States,Jackson Medgar W. Evers International Airport(JAN),JAN
United States,Jacksonville Jacksonville International Airport(JAX),JAX
United States,Johnstown Johnstown Murtha-Cambria County Airport(JST),JST
United States,Juneau Juneau Airport(JNU),JNU
United States,Kahului Kahului Airport(OGG),OGG
United States,Kalamazoo Kalamazoo Airport(AZO),AZO
United States,Kalispell Kalispell Airport(FCA),FCA
United States,Kansas City Kansas City (All) (2 Airports),MCI
United States,Kansas City Kansas City International Airport(MCI),MCI
United States,Kansas City Kansas City C B Wheeler Downtown Airport(MKC),MKC
United States,Key West Key West International Airport(EYW),EYW
United States,Killeen/Fort Hood Killeen-Fort Hood Regional Airport(GRK),GRK
United States,King Salmon King Salmon Airport(AKN),AKN
United States,Klamath Falls Klamath Falls Airport(LMT),LMT
United States,Knoxville McGhee Tyson Airport(TYS),TYS
United States,Kona Keahole Airport(KOA),KOA
United States,Lafayette Lafayette Regional Airport(LFT),LFT
United States,Lake Charles Lake Charles Regional Airport(LCH),LCH
United States,Lansing Capital Region International Airport(LAN),LAN
United States,Laramie Laramie Regional Airport(LAR),LAR
United States,Laredo Laredo International Airport(LRD),LRD
United States,Las Vegas Las Vegas Mccarran International Airport(LAS),LAS
United States,Lewiston Lewiston Airport(LWS),LWS
United States,Lexington Blue Grass Airport(LEX),LEX
United States,Liberal Mid-America Regional Airport(LBL),LBL
United States,Lihue Lihue Airport(LIH),LIH
United States,Lincoln Lincoln Airport(LNK),LNK
United States,Little Rock Little Rock (All) (2 Airports),LIT
United States,Little Rock B. & H. Clinton National Airport(LIT),LIT
United States,Long Beach Longbeach Airport(LGB),LGB
United States,Los Angeles Los Angeles International Airport(LAX),LAX
United States,Louisville International-Standiford Field Airport(SDF),SDF
United States,Lubbock Preston Smith International Airport(LBB),LBB
United States,Madison Dane County Regional Airport(MSN),MSN
United States,Mammoth Lakes Mammoth Yosemite Airport(MMH),MMH
United States,Manchester Manchester-Boston Regional Airport(MHT),MHT
United States,Martha's Vineyard Martha's Vineyard Airport(MVY),MVY
United States,Mason City Mason City Municipal Airport(MCW),MCW
United States,Mc Allen Miller International Airport(MFE),MFE
United States,Medford Rogue Valley International Airport(MFR),MFR
United States,Memphis Memphis International Airport(MEM),MEM
United States,Miami Miami International Airport(MIA),MIA
United States,Midland Midland International Airport(MAF),MAF
United States,Milwaukee General Mitchell International Airport(MKE),MKE
United States,Minneapolis Minneapolis-Saint Paul International Airport(MSP),MSP
United States,Missoula Missoula International Airport(MSO),MSO
United States,Mobile Mobile Regional Airport(MOB),MOB
United States,Modesto Modesto City-County Airport(MOD),MOD
United States,Moline Quad City International Airport(MLI),MLI
United States,Monroe Monroe Regional Airport(MLU),MLU
United States,Monterey Monterey Regional Airport(MRY),MRY
United States,Montrose Montrose Regional Airport(MTJ),MTJ
United States,Myrtle Beach Myrtle Beach International Airport(MYR),MYR
United States,Nantucket Memorial Airport(ACK),ACK
United States,Nashville Nashville Airport(BNA),BNA
United States,New Orleans Louis Armstrong International Airport(MSY),MSY
United States,New York New York (All) (3 Airports),SWF
United States,New York Newark Liberty International Airport(EWR),EWR
United States,New York John F. Kennedy International Airport(JFK),JFK
United States,New York La Guardia Airport(LGA),LGA
United States,New York Stewart International Airport(SWF),SWF
United States,Norfolk Norfolk International Airport(ORF),ORF
United States,North Bend Southwest Oregon Regional Airport(OTH),OTH
United States,North Platte Regional (Lee Bird Fld) Airport(LBF),LBF
United States,Oakland Oakland International Airport(OAK),OAK
United States,Oklahoma City Will Rogers World Airport(OKC),OKC
United States,Omaha Eppley Airfield(OMA),OMA
United States,Ontario Ontario International Airport(ONT),ONT
United States,Orlando Orlando International Airport(MCO),MCO
United States,Paducah Barkley Regional Airport(PAH),PAH
United States,Palm Springs Palm Springs International Airport(PSP),PSP
United States,Panama City NW Florida Beaches International Airport(ECP),ECP
United States,Pasco Tri-Cities Airport(PSC),PSC
United States,Pensacola Pensacola International Airport(PNS),PNS
United States,Peoria General Downing International Airport(PIA),PIA
United States,Philadelphia Philadelphia International Airport(PHL),PHL
United States,Phoenix Phoenix Sky Harbor International Airport(PHX),PHX
United States,Pittsburgh Pittsburgh International Airport(PIT),PIT
United States,Portland Portland Airport(PDX),PDX
United States,Portland City Portland International Jet Airport(PWM),PWM
United States,Providence T.F. Green State Airport(PVD),PVD
United States,Prudhoe Bay/Deadhorse Deadhorse Airport(SCC),SCC
United States,Pullman/Moscow Pullman Airport(PUW),PUW
United States,Raleigh Durham Raleigh–Durham International Airport(RDU),RDU
United States,Rapid City Rapid City Regional Airport(RAP),RAP
United States,Redding Redding Municipal Airport(RDD),RDD
United States,Redmond/Bend Roberts Field Airport(RDM),RDM
United States,Reno Reno-Tahoe International Airport(RNO),RNO
United States,Richmond Richmond International Airport(RIC),RIC
United States,Roanoke Roanoke Regional Airport (Woodrum Field)(ROA),ROA
United States,Rochester Rochester International Airport(ROC),ROC
United States,Rock Springs Sweetwater County Airport(RKS),RKS
United States,Sacramento Sacramento International Airport(SMF),SMF
United States,Saginaw/Midland/Bay City MBS International Airport(MBS),MBS
United States,Salina Salina Airport(SLN),SLN
United States,Salt Lake City Salt Lake City International Airport(SLC),SLC
United States,San Antonio San Antonio International Airport(SAT),SAT
United States,San Diego San Diego International Airport(SAN),SAN
United States,San Francisco San Francisco International Airport(SFO),SFO
United States,San Jose Norman Y. Mineta International Airport(SJC),SJC
United States,San Luis Obispo San Luis County Regional Airport(SBP),SBP
United States,Santa Ana John Wayne Airport(SNA),SNA
United States,Santa Barbara Santa Barbara Municipal Airport(SBA),SBA
United States,Santa Fe Santa Fe Municipal Airport(SAF),SAF
United States,Santa Maria Santa Maria Public Airport(SMX),SMX
United States,Santa Rosa Charles M. Schulz Airport(STS),STS
United States,Sarasota-Bradenton Sarasota-Bradenton International Airport(SRQ),SRQ
United States,Savannah Hilton Head International Airport(SAV),SAV
United States,Seattle Seattle Tacoma International Airport(SEA),SEA
United States,Sheridan Sheridan County Airport(SHR),SHR
United States,Shreveport Shreveport Regional Airport(SHV),SHV
United States,Sioux Falls Joe Foss Field(FSD),FSD
United States,Sitka Rocky Gutierrez Airport(SIT),SIT
United States,South Bend South Bend International Airport(SBN),SBN
United States,Springfield Springfield-Branson National Airport(SGF),SGF
United States,Springfield Abraham Lincoln Capital Airport(SPI),SPI
United States,St. George St. George Regional Airport(SGU),SGU
United States,St. Louis Lambert-St. Louis International Airport(STL),STL
United States,State College University Park Airport(SCE),SCE
United States,Staunton/Waynesboro Shenandoah Valley Regional Airport(SHD),SHD
United States,Syracuse Hancock International Airport(SYR),SYR
United States,Tampa Tampa International Airport(TPA),TPA
United States,Traverse City Cherry Capital Airport(TVC),TVC
United States,Tucson Tucson International Airport(TUS),TUS
United States,Tulsa Tulsa International Airport(TUL),TUL
United States,Tyler Pounds Regional Airport(TYR),TYR
United States,Victoria Victoria Regional Airport(VCT),VCT
United States,Waco Waco Regional Airport(ACT),ACT
United States,Walla Walla Walla Walla Airport(ALW),ALW
United States,Washington DC Washington DC (All) (3 Airports),BWI
United States,Washington DC Baltimore Washington International Airport(BWI),BWI
United States,Washington DC Ronald Reagan National Airport(DCA),DCA
United States,Washington DC Dulles International Airport(IAD),IAD
United States,Wausau Central Wisconsin Havalimanı(CWA),CWA
United States,Wenatchee Wenatchee Airport(EAT),EAT
United States,West Palm Beach Palm Beach International Airport(PBI),PBI
United States,White Plains Westchester County Airport(HPN),HPN
United States,Wichita Dwight D. Eisenhower National Airport(ICT),ICT
United States,Wilkes-Barre/Scranton Wilkes-Barre/Scranton International Airport(AVP),AVP
United States,Williston Sloulin Field International Airport(ISN),ISN
United States,Wilmington Wilmington International Airport(ILM),ILM
United States,Worcester Worcester Regional Airport(ORH),ORH
United States,Wrangell Wrangell Airport(WRG),WRG
United States,Yakima Yakima Airport(YKM),YKM
United States,Yuma Yuma International Airport(YUM),YUM
Uruguay,Montevideo Carrasco Airport(MVD),MVD
Uruguay,Punta del Este Carlos A. Curbelo International Airport(PDP),PDP
Uzbekistan,Bukhara Bukhara Airport(BHK),BHK
Uzbekistan,Fergana Fergana Airport(FEG),FEG
Uzbekistan,Samarkand Samarkand International Airport(SKD),SKD
Uzbekistan,Tashkent Tashkent International Airport(TAS),TAS
Uzbekistan,Termez Termez Airport(TMJ),TMJ
Uzbekistan,Urgench Urgench Airport(UGC),UGC
Vanuatu,Longana Longana Airport(LOD),LOD
Venezuela,Barcelona J.A. Anzoategui International Airport(BLA),BLA
Venezuela,Caracas Simon Bolivar International Airport(CCS),CCS
Venezuela,Maracaibo La Chinita International Airport(MAR),MAR
Venezuela,Valencia Arturo Michelena International Airport(VLN),VLN
Vietnam,Buon Ma Thuot Buon Ma Thuot Airport(BMV),BMV
Vietnam,Dalat Dalat Airport(DLI),DLI
Vietnam,Da Nang Da Nang International Airport(DAD),DAD
Vietnam,Dong Hoi Dong Hoi Airport(VDH),VDH
Vietnam,Haiphong Haiphong Airport(HPH),HPH
Vietnam,Hanoi Noi Bai International Airport(HAN),HAN
Vietnam,Ho Chi Minh City Tan Son Nhat International Airport(SGN),SGN
Vietnam,Huế Phu Bai International Airport(HUI),HUI
Vietnam,Nha Trang Nha Trang Cam Ranh Airport(CXR),CXR
Vietnam,Phu Quoc Phuquoc Airport(PQC),PQC
Vietnam,Qui Nhon Phu Cat Airport(UIH),UIH
Vietnam,Thanh Hoa Tho Xuan Airport(THD),THD
Vietnam,Tuy Hoa Dong Tac Airport(TBB),TBB
Vietnam,Vinh Vinh Airport(VII),VII
"Virgin Islands, US",Charlotte Cyril E. King Airport(STT),STT
Western Sahara,Dakhla Dakhla Airport(VIL),VIL
Zambia,Livingstone Livingstone Airport(LVI),LVI
Zambia,Lusaka Kenneth Kaunda International Havaalanı(LUN),LUN
Zambia,Ndola Ndola Airport(NLA),NLA
Zimbabwe,Bulawayo Joshua Mqabuko Nkomo International Airport(BUQ),BUQ
Zimbabwe,Harare Harare International Airport(HRE),HRE
Zimbabwe,Victoria Falls Victoria Falls Airport(VFA),VFA
